mouse_ens_id	mouse_gene_symbol	human_ens_id	human_gene_symbol	human_chromosome	human_gene_start_bp
ENSMUSG00000030499	Kctd15	ENSG00000153885	KCTD15	19	33795933
ENSMUSG00000047746	Fbxo40	ENSG00000163833	FBXO40	3	121593379
ENSMUSG00000030413	Pglyrp1	ENSG00000008438	PGLYRP1	19	46019153
ENSMUSG00000020321	Mdh1	ENSG00000014641	MDH1	2	63588609
ENSMUSG00000088589	Gm22961	ENSG00000251739	RNU6-1053P	4	183705931
ENSMUSG00000018509	Cenpv	ENSG00000166582	CENPV	17	16342534
ENSMUSG00000076508	Igkv17-127	ENSG00000211599	IGKV5-2	2	88897232
ENSMUSG00000034781	Gna11	ENSG00000088256	GNA11	19	3094362
ENSMUSG00000032586	Traip	ENSG00000183763	TRAIP	3	49828601
ENSMUSG00000020361	Hspa4	ENSG00000170606	HSPA4	5	133052013
ENSMUSG00000034940	Synrg	ENSG00000275066	SYNRG	17	37514807
ENSMUSG00000046034	Otulin	ENSG00000154124	OTULIN	5	14664664
ENSMUSG00000029201	Ugdh	ENSG00000109814	UGDH	4	39498755
ENSMUSG00000003721	Insig2	ENSG00000125629	INSIG2	2	118088452
ENSMUSG00000051817	Sox12	ENSG00000177732	SOX12	20	325595
ENSMUSG00000036560	Lgi4	ENSG00000153902	LGI4	19	35124513
ENSMUSG00000020585	Laptm4a	ENSG00000068697	LAPTM4A	2	20032650
ENSMUSG00000017288	Vps53	ENSG00000141252	VPS53	17	508668
ENSMUSG00000026077	Npas2	ENSG00000170485	NPAS2	2	100820139
ENSMUSG00000023473	Celsr3	ENSG00000008300	CELSR3	3	48636463
ENSMUSG00000027519	Rab22a	ENSG00000124209	RAB22A	20	58309715
ENSMUSG00000029326	Enoph1	ENSG00000145293	ENOPH1	4	82430590
ENSMUSG00000031561	Tenm3	ENSG00000218336	TENM3	4	182143987
ENSMUSG00000051586	Mical3	ENSG00000243156	MICAL3	22	17787649
ENSMUSG00000068101	Cenpm	ENSG00000100162	CENPM	22	41938737
ENSMUSG00000035237	Lcat	ENSG00000213398	LCAT	16	67939750
ENSMUSG00000027593	Raly	ENSG00000125970	RALY	20	33993646
ENSMUSG00000071076	Jund	ENSG00000130522	JUND	19	18279694
ENSMUSG00000117495	NA	ENSG00000268480	NFILZ	19	8630635
ENSMUSG00000042240	Crybb2	ENSG00000244752	CRYBB2	22	25212564
ENSMUSG00000018914	Il3	ENSG00000164399	IL3	5	132060655
ENSMUSG00000068082	Grxcr1	ENSG00000215203	GRXCR1	4	42893267
ENSMUSG00000087739	Gm24644	ENSG00000252409		3	41687868
ENSMUSG00000021548	Ccnh	ENSG00000134480	CCNH	5	87318416
ENSMUSG00000030322	Mbd4	ENSG00000129071	MBD4	3	129430944
ENSMUSG00000023249	Parp3	ENSG00000041880	PARP3	3	51942345
ENSMUSG00000058741	Prr19	ENSG00000188368	PRR19	19	42302098
ENSMUSG00000002846	Timmdc1	ENSG00000113845	TIMMDC1	3	119498547
ENSMUSG00000034757	Tmub2	ENSG00000168591	TMUB2	17	44186970
ENSMUSG00000089675	Ugt1a8	ENSG00000242366	UGT1A8	2	233617645
ENSMUSG00000089675	Ugt1a8	ENSG00000242515	UGT1A10	2	233636454
ENSMUSG00000089675	Ugt1a8	ENSG00000241119	UGT1A9	2	233671898
ENSMUSG00000089675	Ugt1a8	ENSG00000244122	UGT1A7	2	233681938
ENSMUSG00000004626	Stxbp2	ENSG00000076944	STXBP2	19	7636881
ENSMUSG00000040548	Tex2	ENSG00000136478	TEX2	17	64147227
ENSMUSG00000033420	Antxr1	ENSG00000169604	ANTXR1	2	69013178
ENSMUSG00000035805	Mlc1	ENSG00000100427	MLC1	22	50059391
ENSMUSG00000094639	Gm24218	ENSG00000200424	RNU6-1155P	16	58744251
ENSMUSG00000017299	Dnttip1	ENSG00000101457	DNTTIP1	20	45791954
ENSMUSG00000053175	Bcl3	ENSG00000069399	BCL3	19	44747705
ENSMUSG00000084582	Gm25178	ENSG00000252321	RN7SKP83	2	85820435
ENSMUSG00000026832	Cytip	ENSG00000115165	CYTIP	2	157414619
ENSMUSG00000031521	Aga	ENSG00000038002	AGA	4	177430774
ENSMUSG00000038145	Snrk	ENSG00000163788	SNRK	3	43286512
ENSMUSG00000029366	Dck	ENSG00000156136	DCK	4	70992538
ENSMUSG00000053490	Trim60	ENSG00000176979	TRIM60	4	165016458
ENSMUSG00000025279	Dnase1l3	ENSG00000163687	DNASE1L3	3	58192257
ENSMUSG00000024483	Ankhd1	ENSG00000131503	ANKHD1	5	140401814
ENSMUSG00000024483	Ankhd1	ENSG00000254996	ANKHD1-EIF4EBP3	5	140401908
ENSMUSG00000037577	Ephx3	ENSG00000105131	EPHX3	19	15226919
ENSMUSG00000094913	Gm9507	ENSG00000198271	KRTAP4-5	17	41148924
ENSMUSG00000094913	Gm9507	ENSG00000240542	KRTAP9-1	17	41189887
ENSMUSG00000094913	Gm9507	ENSG00000215454	KRTAP10-4	21	44573724
ENSMUSG00000094913	Gm9507	ENSG00000188155	KRTAP10-6	21	44591268
ENSMUSG00000094913	Gm9507	ENSG00000221837	KRTAP10-9	21	44627093
ENSMUSG00000094913	Gm9507	ENSG00000243489	KRTAP10-11	21	44646414
ENSMUSG00000060376	Bckdha	ENSG00000255730		19	41350853
ENSMUSG00000060376	Bckdha	ENSG00000248098	BCKDHA	19	41397808
ENSMUSG00000031789	Cngb1	ENSG00000070729	CNGB1	16	57882340
ENSMUSG00000047878	A4galt	ENSG00000128274	A4GALT	22	42692121
ENSMUSG00000036353	P2ry12	ENSG00000169313	P2RY12	3	151336843
ENSMUSG00000018740	Slc25a35	ENSG00000125434	SLC25A35	17	8287763
ENSMUSG00000089399	Gm23312	ENSG00000206777	RNU6-637P	3	169720187
ENSMUSG00000002983	Relb	ENSG00000104856	RELB	19	45001449
ENSMUSG00000024507	Hsd17b4	ENSG00000133835	HSD17B4	5	119452473
ENSMUSG00000015966	Il17rb	ENSG00000056736	IL17RB	3	53846568
ENSMUSG00000022805	Maats1	ENSG00000183833	CFAP91	3	119703022
ENSMUSG00000022805	Maats1	ENSG00000285585		3	119703076
ENSMUSG00000050107	Gsg2	ENSG00000177602	HASPIN	17	3723903
ENSMUSG00000065228	Gm25789	ENSG00000212278		5	18236123
ENSMUSG00000115744	NA	ENSG00000178201	VN1R1	19	57454790
ENSMUSG00000049411	Tmem241	ENSG00000134490	TMEM241	18	23197144
ENSMUSG00000117748	NA	ENSG00000286140	DERPC	16	69118010
ENSMUSG00000028116	Myoz2	ENSG00000172399	MYOZ2	4	119135832
ENSMUSG00000090061	Nwd2	ENSG00000174145	NWD2	4	37244743
ENSMUSG00000074170	Plekhf1	ENSG00000166289	PLEKHF1	19	29665459
ENSMUSG00000026950	Neb	ENSG00000183091	NEB	2	151485336
ENSMUSG00000054604	Cggbp1	ENSG00000163320	CGGBP1	3	88051944
ENSMUSG00000070858	Gm1673	ENSG00000243449	C4orf48	4	2041993
ENSMUSG00000043683	Fem1a	ENSG00000141965	FEM1A	19	4791734
ENSMUSG00000027357	Crls1	ENSG00000088766	CRLS1	20	6006093
ENSMUSG00000035592	Krt33a	ENSG00000006059	KRT33A	17	41346092
ENSMUSG00000075566	Krtap4-6	ENSG00000196156	KRTAP4-3	17	41167231
ENSMUSG00000060747	Ifnl3	ENSG00000197110	IFNL3	19	39243553
ENSMUSG00000060747	Ifnl3	ENSG00000183709	IFNL2	19	39268396
ENSMUSG00000003123	Lipe	ENSG00000079435	LIPE	19	42401514
ENSMUSG00000022237	Ankrd33b	ENSG00000164236	ANKRD33B	5	10564070
ENSMUSG00000029189	Sel1l3	ENSG00000091490	SEL1L3	4	25747433
ENSMUSG00000023156	Rpp14	ENSG00000163684	RPP14	3	58306247
ENSMUSG00000088276	Gm23125	ENSG00000252599	RNU6-566P	2	44154789
ENSMUSG00000088276	Gm23125	ENSG00000253032	RNU6-299P	5	56125671
ENSMUSG00000048732	Klhl11	ENSG00000178502	KLHL11	17	41848518
ENSMUSG00000003444	Med29	ENSG00000063322	MED29	19	39391303
ENSMUSG00000051728	4930563D23Rik	ENSG00000277277	FAM243B	21	7768884
ENSMUSG00000051728	4930563D23Rik	ENSG00000222018	FAM243A	21	34400112
ENSMUSG00000032854	Ugt8a	ENSG00000174607	UGT8	4	114598770
ENSMUSG00000009093	Gstt4	ENSG00000276950	GSTT4	22	23998401
ENSMUSG00000029090	Gpr125	ENSG00000152990	ADGRA3	4	22345071
ENSMUSG00000020133	2310011J03Rik	ENSG00000119559	C19orf25	19	1461143
ENSMUSG00000027525	Phactr3	ENSG00000087495	PHACTR3	20	59577509
ENSMUSG00000030008	Pradc1	ENSG00000135617	PRADC1	2	73228010
ENSMUSG00000034974	Dapk3	ENSG00000167657	DAPK3	19	3958453
ENSMUSG00000064814	Gm23939	ENSG00000207503		21	41539206
ENSMUSG00000039801	2410089E03Rik	ENSG00000197603	CPLANE1	5	37106228
ENSMUSG00000032443	Zcwpw2	ENSG00000206559	ZCWPW2	3	28348721
ENSMUSG00000032443	Zcwpw2	ENSG00000283563		3	28349178
ENSMUSG00000002308	Cd320	ENSG00000167775	CD320	19	8302127
ENSMUSG00000026211	Obsl1	ENSG00000124006	OBSL1	2	219550728
ENSMUSG00000038803	Ost4	ENSG00000228474	OST4	2	27070472
ENSMUSG00000050840	Cdh20	ENSG00000101542	CDH20	18	61333430
ENSMUSG00000029198	Grpel1	ENSG00000109519	GRPEL1	4	7058895
ENSMUSG00000027381	Bcl2l11	ENSG00000153094	BCL2L11	2	111119378
ENSMUSG00000012520	Phox2b	ENSG00000109132	PHOX2B	4	41744082
ENSMUSG00000006498	Ptbp1	ENSG00000011304	PTBP1	19	797075
ENSMUSG00000051768	Xrcc1	ENSG00000073050	XRCC1	19	43543311
ENSMUSG00000025591	Tma16	ENSG00000198498	TMA16	4	163494442
ENSMUSG00000065242	Gm22294	ENSG00000206926	RNU6-1024P	3	15433110
ENSMUSG00000032908	Sgpp2	ENSG00000163082	SGPP2	2	222424543
ENSMUSG00000002778	Kdelr1	ENSG00000105438	KDELR1	19	48382575
ENSMUSG00000034714	Ttyh2	ENSG00000141540	TTYH2	17	74213571
ENSMUSG00000079597	Gm5483	ENSG00000121552	CSTA	3	122325248
ENSMUSG00000065987	Cd209b	ENSG00000090659	CD209	19	7739993
ENSMUSG00000074892	B3galt5	ENSG00000183778	B3GALT5	21	39556442
ENSMUSG00000026259	Ngef	ENSG00000066248	NGEF	2	232878701
ENSMUSG00000000142	Axin2	ENSG00000168646	AXIN2	17	65528563
ENSMUSG00000028158	Mttp	ENSG00000138823	MTTP	4	99563761
ENSMUSG00000109941	NA	ENSG00000223496	EXOSC6	16	70246778
ENSMUSG00000018322	Tomm34	ENSG00000025772	TOMM34	20	44942130
ENSMUSG00000021613	Hapln1	ENSG00000145681	HAPLN1	5	83637805
ENSMUSG00000031737	Irx5	ENSG00000176842	IRX5	16	54930865
ENSMUSG00000023118	Sympk	ENSG00000125755	SYMPK	19	45815410
ENSMUSG00000021699	Pde4d	ENSG00000113448	PDE4D	5	58969038
ENSMUSG00000005566	Trim28	ENSG00000130726	TRIM28	19	58544064
ENSMUSG00000095593	Gm7138	ENSG00000198271	KRTAP4-5	17	41148924
ENSMUSG00000095593	Gm7138	ENSG00000240542	KRTAP9-1	17	41189887
ENSMUSG00000095593	Gm7138	ENSG00000215454	KRTAP10-4	21	44573724
ENSMUSG00000095593	Gm7138	ENSG00000188155	KRTAP10-6	21	44591268
ENSMUSG00000095593	Gm7138	ENSG00000221837	KRTAP10-9	21	44627093
ENSMUSG00000095593	Gm7138	ENSG00000243489	KRTAP10-11	21	44646414
ENSMUSG00000032607	Amt	ENSG00000145020	AMT	3	49416778
ENSMUSG00000018362	Kpna2	ENSG00000182481	KPNA2	17	68035708
ENSMUSG00000040699	Limd2	ENSG00000136490	LIMD2	17	63695888
ENSMUSG00000021779	Thrb	ENSG00000151090	THRB	3	24117153
ENSMUSG00000074579	Lekr1	ENSG00000197980	LEKR1	3	156825481
ENSMUSG00000027702	Lrrc34	ENSG00000171757	LRRC34	3	169793003
ENSMUSG00000020527	Myo19	ENSG00000278259	MYO19	17	36495633
ENSMUSG00000029405	G3bp2	ENSG00000138757	G3BP2	4	75642782
ENSMUSG00000040919	4930505A04Rik	ENSG00000177994	C2orf73	2	54330034
ENSMUSG00000019370	Calm3	ENSG00000160014	CALM3	19	46601074
ENSMUSG00000042831	Alkbh6	ENSG00000239382	ALKBH6	19	36009120
ENSMUSG00000034826	Nup54	ENSG00000138750	NUP54	4	76114659
ENSMUSG00000003099	Ppp5c	ENSG00000011485	PPP5C	19	46347087
ENSMUSG00000027403	Tgm6	ENSG00000166948	TGM6	20	2380901
ENSMUSG00000003033	Ap1m1	ENSG00000072958	AP1M1	19	16197854
ENSMUSG00000038965	Ube2l3	ENSG00000185651	UBE2L3	22	21549447
ENSMUSG00000073598	1700066B19Rik	ENSG00000283288	SMIM33	5	139470778
ENSMUSG00000037921	Ddx60	ENSG00000137628	DDX60	4	168216294
ENSMUSG00000034850	Tmem127	ENSG00000135956	TMEM127	2	96248514
ENSMUSG00000025889	Snca	ENSG00000145335	SNCA	4	89700345
ENSMUSG00000078572	1810043H04Rik	ENSG00000224877	NDUFAF8	17	81239305
ENSMUSG00000000056	Narf	ENSG00000141562	NARF	17	82458180
ENSMUSG00000051034	Zfp11	ENSG00000251247	ZNF345	19	36850361
ENSMUSG00000037216	Lipt1	ENSG00000144182	LIPT1	2	99154955
ENSMUSG00000019920	Lims1	ENSG00000169756	LIMS1	2	108534355
ENSMUSG00000019920	Lims1	ENSG00000256977	LIMS3	2	109898428
ENSMUSG00000019920	Lims1	ENSG00000284337		2	109898432
ENSMUSG00000019920	Lims1	ENSG00000257207		2	110402934
ENSMUSG00000019920	Lims1	ENSG00000256671	LIMS4	2	110446640
ENSMUSG00000048616	Nog	ENSG00000183691	NOG	17	56593699
ENSMUSG00000044787	Spata32	ENSG00000184361	SPATA32	17	45254393
ENSMUSG00000059552	Trp53	ENSG00000141510	TP53	17	7661779
ENSMUSG00000090550	Prlh	ENSG00000071677	PRLH	2	237566574
ENSMUSG00000062116	Zfp954	ENSG00000233757		2	95207535
ENSMUSG00000034120	Srsf2	ENSG00000161547	SRSF2	17	76734115
ENSMUSG00000036391	Sec24a	ENSG00000113615	SEC24A	5	134648785
ENSMUSG00000034156	Bzrap1	ENSG00000005379	TSPOAP1	17	58301228
ENSMUSG00000024041	Cryaa	ENSG00000276076	CRYAA2	21	6560714
ENSMUSG00000024041	Cryaa	ENSG00000160202	CRYAA	21	43169008
ENSMUSG00000018433	Nol11	ENSG00000130935	NOL11	17	67717931
ENSMUSG00000038705	Gmeb2	ENSG00000101216	GMEB2	20	63587602
ENSMUSG00000075829	Gm23692	ENSG00000200997	RNVU1-34	17	58679527
ENSMUSG00000078813	Leng1	ENSG00000105617	LENG1	19	54155161
ENSMUSG00000051730	Mettl5	ENSG00000138382	METTL5	2	169810081
ENSMUSG00000000724	Cryba1	ENSG00000108255	CRYBA1	17	29246859
ENSMUSG00000034028	Cd226	ENSG00000150637	CD226	18	69831158
ENSMUSG00000074704	Rad21l	ENSG00000244588	RAD21L1	20	1226056
ENSMUSG00000117286	NA	ENSG00000181215	C4orf50	4	5897373
ENSMUSG00000035576	L3mbtl1	ENSG00000288000		20	43458054
ENSMUSG00000035576	L3mbtl1	ENSG00000185513	L3MBTL1	20	43489442
ENSMUSG00000038375	Trp53inp2	ENSG00000078804	TP53INP2	20	34704339
ENSMUSG00000048981	Krt31	ENSG00000006059	KRT33A	17	41346092
ENSMUSG00000024456	Diap1	ENSG00000131504	DIAPH1	5	141515016
ENSMUSG00000018008	Cyth4	ENSG00000100055	CYTH4	22	37282027
ENSMUSG00000059430	Actg2	ENSG00000163017	ACTG2	2	73892314
ENSMUSG00000068879	Gm5773	ENSG00000121067	SPOP	17	49598884
ENSMUSG00000031754	Nudt21	ENSG00000167005	NUDT21	16	56429133
ENSMUSG00000031842	Pde4c	ENSG00000285188		19	18207961
ENSMUSG00000031842	Pde4c	ENSG00000105650	PDE4C	19	18208652
ENSMUSG00000077527	Gm25506	ENSG00000209702	SNORD41	19	12706449
ENSMUSG00000088517	Gm24437	ENSG00000200424	RNU6-1155P	16	58744251
ENSMUSG00000070702	Csn1s1	ENSG00000126545	CSN1S1	4	69931068
ENSMUSG00000042353	Frem3	ENSG00000183090	FREM3	4	143577302
ENSMUSG00000055633	Zfp580	ENSG00000213015	ZNF580	19	55635016
ENSMUSG00000033653	Vps8	ENSG00000156931	VPS8	3	184812143
ENSMUSG00000088537	Gm23279	ENSG00000201931	RNA5SP172	4	177457111
ENSMUSG00000024420	Zfp521	ENSG00000198795	ZNF521	18	25061924
ENSMUSG00000115378	NA	ENSG00000235118	FAM237A	2	206642412
ENSMUSG00000027551	Zfp64	ENSG00000020256	ZFP64	20	52051663
ENSMUSG00000065494	Mir28a	ENSG00000207651	MIR28	3	188688781
ENSMUSG00000000441	Raf1	ENSG00000132155	RAF1	3	12583601
ENSMUSG00000035629	1700021K19Rik	ENSG00000145016	RUBCN	3	197668867
ENSMUSG00000036087	Slain2	ENSG00000109171	SLAIN2	4	48341529
ENSMUSG00000095525	Olfr834	ENSG00000170920	OR7G3	19	9126012
ENSMUSG00000044244	Il20rb	ENSG00000174564	IL20RB	3	136946230
ENSMUSG00000064037	Gpn1	ENSG00000198522	GPN1	2	27628247
ENSMUSG00000016356	Col20a1	ENSG00000101203	COL20A1	20	63293186
ENSMUSG00000059921	Unc5c	ENSG00000182168	UNC5C	4	95162504
ENSMUSG00000048304	Slitrk3	ENSG00000121871	SLITRK3	3	165186720
ENSMUSG00000048070	Pirt	ENSG00000233670	PIRT	17	10822470
ENSMUSG00000044502	Bod1	ENSG00000228075	BOD1L2	18	57147087
ENSMUSG00000038268	Ovca2	ENSG00000262664	OVCA2	17	2042022
ENSMUSG00000049807	Arhgap23	ENSG00000275832	ARHGAP23	17	38419280
ENSMUSG00000035963	Odf3l2	ENSG00000181781	ODF3L2	19	463346
ENSMUSG00000029154	Cwh43	ENSG00000109182	CWH43	4	48986275
ENSMUSG00000094651	Gal3st2	ENSG00000154252	GAL3ST2	2	241776822
ENSMUSG00000045624	Esf1	ENSG00000089048	ESF1	20	13714322
ENSMUSG00000009115	Spatc1l	ENSG00000160284	SPATC1L	21	46161148
ENSMUSG00000023781	Hes7	ENSG00000179111	HES7	17	8120592
ENSMUSG00000004902	Slc25a18	ENSG00000182902	SLC25A18	22	17563450
ENSMUSG00000023940	Sgol1	ENSG00000129810	SGO1	3	20160593
ENSMUSG00000026107	Nabp1	ENSG00000173559	NABP1	2	191678068
ENSMUSG00000025646	Atrip	ENSG00000164053	ATRIP	3	48446710
ENSMUSG00000054814	Usp46	ENSG00000109189	USP46	4	52590960
ENSMUSG00000058402	Zfp420	ENSG00000198482	ZNF808	19	52527652
ENSMUSG00000034473	Sec22a	ENSG00000121542	SEC22A	3	123201927
ENSMUSG00000044863	Defb36	ENSG00000180424	DEFB123	20	31440632
ENSMUSG00000037552	Plekhg2	ENSG00000090924	PLEKHG2	19	39412669
ENSMUSG00000032553	Srprb	ENSG00000144867	SRPRB	3	133784023
ENSMUSG00000027018	Hat1	ENSG00000128708	HAT1	2	171922448
ENSMUSG00000115219	NA	ENSG00000284753	EEF1AKMT4	3	184249672
ENSMUSG00000024266	Adad2	ENSG00000140955	ADAD2	16	84191138
ENSMUSG00000034932	Mrpl54	ENSG00000183617	MRPL54	19	3762682
ENSMUSG00000037103	Dcaf15	ENSG00000132017	DCAF15	19	13952492
ENSMUSG00000031828	Klhl36	ENSG00000135686	KLHL36	16	84648511
ENSMUSG00000115293	NA	ENSG00000284917	EEF1AKMT4-ECE2	3	184249695
ENSMUSG00000115293	NA	ENSG00000145194	ECE2	3	184276011
ENSMUSG00000022615	Tymp	ENSG00000025708	TYMP	22	50525752
ENSMUSG00000057454	Lypd3	ENSG00000124466	LYPD3	19	43460787
ENSMUSG00000017707	Serinc3	ENSG00000132824	SERINC3	20	44496221
ENSMUSG00000046318	Ccbe1	ENSG00000183287	CCBE1	18	59430939
ENSMUSG00000035373	Ccl7	ENSG00000108688	CCL7	17	34270221
ENSMUSG00000093064	Gm23153	ENSG00000239899	RN7SL674P	2	11584773
ENSMUSG00000046338	Gpat2	ENSG00000186281	GPAT2	2	96021946
ENSMUSG00000004748	Mtfp1	ENSG00000242114	MTFP1	22	30425623
ENSMUSG00000040841	Six5	ENSG00000177045	SIX5	19	45764785
ENSMUSG00000029992	Gfpt1	ENSG00000198380	GFPT1	2	69319780
ENSMUSG00000108891	NA	ENSG00000176695	OR4F17	19	107104
ENSMUSG00000051455	Gm1564	ENSG00000180336	MEIOC	17	44656404
ENSMUSG00000089082	Gm24860	ENSG00000252087	RN7SKP248	4	90370123
ENSMUSG00000098792	Gm27401	ENSG00000274051		17	76721216
ENSMUSG00000026037	Orc2	ENSG00000115942	ORC2	2	200908977
ENSMUSG00000027374	Mrps5	ENSG00000144029	MRPS5	2	95085369
ENSMUSG00000095722	Gm23648	ENSG00000207052	RNU6-378P	5	32309662
ENSMUSG00000029306	Ibsp	ENSG00000029559	IBSP	4	87799554
ENSMUSG00000004565	Pnpla6	ENSG00000032444	PNPLA6	19	7534004
ENSMUSG00000026017	Carf	ENSG00000138380	CARF	2	202912214
ENSMUSG00000003410	Elavl3	ENSG00000196361	ELAVL3	19	11451326
ENSMUSG00000091204	Gm7271	ENSG00000250821	EXOC1L	4	55819790
ENSMUSG00000030302	Atp2b2	ENSG00000157087	ATP2B2	3	10324023
ENSMUSG00000047907	Tshz2	ENSG00000182463	TSHZ2	20	52972358
ENSMUSG00000005267	Zfp287	ENSG00000141040	ZNF287	17	16546954
ENSMUSG00000008450	Nutf2	ENSG00000102898	NUTF2	16	67846923
ENSMUSG00000027108	Ola1	ENSG00000138430	OLA1	2	174072447
ENSMUSG00000016942	Tmprss6	ENSG00000187045	TMPRSS6	22	37065436
ENSMUSG00000102758	RP23-349M18.1	ENSG00000177694	NAALADL2	3	174438573
ENSMUSG00000037013	Ss18	ENSG00000141380	SS18	18	26016253
ENSMUSG00000038895	Zfp653	ENSG00000161914	ZNF653	19	11483427
ENSMUSG00000000902	Smarcb1	ENSG00000099956	SMARCB1	22	23786931
ENSMUSG00000005481	Ddx39	ENSG00000123136	DDX39A	19	14408798
ENSMUSG00000022404	Slc25a17	ENSG00000100372	SLC25A17	22	40769630
ENSMUSG00000034981	Parm1	ENSG00000169116	PARM1	4	74933095
ENSMUSG00000024095	Hnrnpll	ENSG00000143889	HNRNPLL	2	38561969
ENSMUSG00000065765	Gm23851	ENSG00000207402	RNU6-959P	2	191121950
ENSMUSG00000044375	BC027072	ENSG00000179270	PCARE	2	29060976
ENSMUSG00000091119	Ccdc152	ENSG00000198865	CCDC152	5	42756818
ENSMUSG00000063019	Manbal	ENSG00000101363	MANBAL	20	37289638
ENSMUSG00000038751	Ptk6	ENSG00000101213	PTK6	20	63528001
ENSMUSG00000036500	Akp3	ENSG00000163283	ALPP	2	232378724
ENSMUSG00000036500	Akp3	ENSG00000163286	ALPG	2	232406844
ENSMUSG00000036500	Akp3	ENSG00000163295	ALPI	2	232456125
ENSMUSG00000025239	Limd1	ENSG00000144791	LIMD1	3	45555394
ENSMUSG00000041420	Meis3	ENSG00000105419	MEIS3	19	47403124
ENSMUSG00000094973	Gm8994	ENSG00000141543	EIF4A3	17	80134369
ENSMUSG00000020460	Rps27a	ENSG00000143947	RPS27A	2	55231903
ENSMUSG00000026872	Zeb2	ENSG00000169554	ZEB2	2	144364364
ENSMUSG00000001150	Mcm3ap	ENSG00000160294	MCM3AP	21	46235133
ENSMUSG00000020691	Mettl2	ENSG00000087995	METTL2A	17	62423875
ENSMUSG00000013158	4933405L10Rik	ENSG00000159761	C16orf86	16	67666814
ENSMUSG00000093938	Evi2b	ENSG00000185862	EVI2B	17	31303770
ENSMUSG00000018569	Cldn7	ENSG00000262302		17	7246829
ENSMUSG00000020911	Krt19	ENSG00000171345	KRT19	17	41523617
ENSMUSG00000022893	Adamts1	ENSG00000154734	ADAMTS1	21	26835755
ENSMUSG00000036655	Colec11	ENSG00000118004	COLEC11	2	3594832
ENSMUSG00000041911	Dlx1	ENSG00000144355	DLX1	2	172084740
ENSMUSG00000015533	Itga2	ENSG00000164171	ITGA2	5	52989340
ENSMUSG00000020686	Gas2l2	ENSG00000270765	GAS2L2	17	35744511
ENSMUSG00000061461	Smim20	ENSG00000250317	SMIM20	4	25861830
ENSMUSG00000087779	Gm23765	ENSG00000200997	RNVU1-34	17	58679527
ENSMUSG00000034575	Papd7	ENSG00000112941	TENT4A	5	6713432
ENSMUSG00000094733	Gm5416	ENSG00000121552	CSTA	3	122325248
ENSMUSG00000035780	Ugt2a3	ENSG00000135220	UGT2A3	4	68928463
ENSMUSG00000084644	Gm24379	ENSG00000222509		2	170783167
ENSMUSG00000084644	Gm24379	ENSG00000206959		20	53544615
ENSMUSG00000039753	Fbxl5	ENSG00000118564	FBXL5	4	15604381
ENSMUSG00000027579	Srms	ENSG00000125508	SRMS	20	63540810
ENSMUSG00000064435	Gm25588	ENSG00000202434		2	197404718
ENSMUSG00000045896	Paip2b	ENSG00000124374	PAIP2B	2	71182738
ENSMUSG00000029221	Slc30a9	ENSG00000014824	SLC30A9	4	41990502
ENSMUSG00000034957	Cebpa	ENSG00000245848	CEBPA	19	33299934
ENSMUSG00000039682	Lap3	ENSG00000002549	LAP3	4	17577192
ENSMUSG00000020420	Zfp607	ENSG00000197782	ZNF780A	19	40069152
ENSMUSG00000025968	Ndufs1	ENSG00000023228	NDUFS1	2	206114817
ENSMUSG00000096883	Shisa8	ENSG00000234965	SHISA8	22	41909554
ENSMUSG00000017897	Eya2	ENSG00000064655	EYA2	20	46894624
ENSMUSG00000031683	Lsm6	ENSG00000164167	LSM6	4	146175703
ENSMUSG00000032968	Inha	ENSG00000123999	INHA	2	219569162
ENSMUSG00000071337	Tia1	ENSG00000116001	TIA1	2	70209444
ENSMUSG00000096337	Gm13694	ENSG00000163510	CWC22	2	179944876
ENSMUSG00000027505	Fam209	ENSG00000124103	FAM209A	20	56517187
ENSMUSG00000027505	Fam209	ENSG00000213714	FAM209B	20	56533246
ENSMUSG00000088236	Gm25425	ENSG00000212305	RNU6-679P	5	12297399
ENSMUSG00000027480	Sun5	ENSG00000167098	SUN5	20	32983773
ENSMUSG00000065739	Gm24493	ENSG00000252473		2	39283657
ENSMUSG00000031844	Hsd17b2	ENSG00000086696	HSD17B2	16	82035004
ENSMUSG00000024063	Lbh	ENSG00000213626	LBH	2	30231534
ENSMUSG00000026766	Mmadhc	ENSG00000168288	MMADHC	2	149569637
ENSMUSG00000059891	Tsks	ENSG00000126467	TSKS	19	49739753
ENSMUSG00000062006	Rpl34	ENSG00000109475	RPL34	4	108620566
ENSMUSG00000020849	Ywhae	ENSG00000108953	YWHAE	17	1344275
ENSMUSG00000039069	Mtg2	ENSG00000101181	MTG2	20	62183029
ENSMUSG00000026185	Igfbp5	ENSG00000115461	IGFBP5	2	216672105
ENSMUSG00000022780	Mfi2	ENSG00000163975	MELTF	3	196988621
ENSMUSG00000035011	Zbtb7a	ENSG00000178951	ZBTB7A	19	4043303
ENSMUSG00000000876	Pxmp4	ENSG00000101417	PXMP4	20	33702758
ENSMUSG00000049760	2410015M20Rik	ENSG00000174917	MICOS13	19	5678421
ENSMUSG00000027650	Tti1	ENSG00000101407	TTI1	20	37983007
ENSMUSG00000022941	Ripply3	ENSG00000183145	RIPPLY3	21	37006150
ENSMUSG00000098425	Gm24949	ENSG00000221633		3	109018909
ENSMUSG00000019368	Sec14l4	ENSG00000133488	SEC14L4	22	30488902
